Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,is_peak_hours,d_s_ratio,demand_class,supply_class,demand_metric,supply_metric,correction_metric,corrected_cost,Calculated_Fare,group,simulated_price,conversion_prob,conversion,cost,net_revenue
68,40,Suburban,Silver,58,4.64,Morning,Premium,68,279.2349662242834,1,1.0766666666666667,Medium_demand,High_supply,1.1333333333333333,1.0526315789473684,0.0,279.2349662242834,455.2926124286941,A,279.2349662242834,1.0,1,195.46447635699838,83.77048986728505
77,30,Urban,Regular,99,4.7,Evening,Premium,179,689.7483154802385,0,0.9411111111111112,Medium_demand,Medium_supply,1.2833333333333334,1.3636363636363635,0.0,689.7483154802385,1165.6746531616031,B,1165.6746531616031,1.0051299545168108e-141,0,815.9722572131221,0.0
82,67,Urban,Regular,13,4.43,Afternoon,Economy,33,88.76294359232648,1,0.5741662060070021,High_demand,High_supply,1.0123456790123457,1.763157894736842,0.32583379399299794,59.84097691565228,89.76146537347842,B,89.76146537347842,1.0,1,62.83302576143489,26.928439612043526
21,8,Suburban,Gold,37,3.71,Evening,Premium,171,621.7963494961118,0,0.721875,Low_demand,Low_supply,0.525,0.7272727272727273,0.17812499999999998,511.0388747421169,840.6589489507824,B,840.6589489507824,3.788660160579814e-71,0,588.4612642655476,0.0
75,24,Rural,Regular,44,3.79,Night,Premium,72,307.621949405299,0,1.1458333333333335,Medium_demand,Medium_supply,1.25,1.0909090909090908,0.04583333333333339,321.7212887530419,418.2376753789545,A,307.621949405299,1.0,1,215.3353645837093,92.28658482158971
61,9,Urban,Gold,74,3.98,Evening,Premium,32,172.41053126646165,0,1.2425925925925925,Medium_demand,Low_supply,1.0166666666666666,0.8181818181818182,0.14259259259259238,196.99499591001262,175.32554635991124,A,172.41053126646165,1.0,1,120.68737188652314,51.72315937993851
90,13,Suburban,Regular,24,3.73,Afternoon,Economy,126,444.2453020895959,1,1.8803418803418803,High_demand,Medium_supply,1.1111111111111112,0.5909090909090909,0.7803418803418802,790.9085164552378,1601.5897458218565,B,1601.5897458218565,2.2103576730333944e-236,0,1121.1128220752994,0.0
100,21,Suburban,Regular,20,3.52,Night,Premium,163,556.8967118375435,0,1.2933568489124043,High_demand,Medium_supply,1.2345679012345678,0.9545454545454546,0.19335684891240423,664.5765052081301,1129.7800588538212,B,1129.7800588538212,6.260864934769031e-134,0,790.8460411976748,0.0
93,31,Suburban,Gold,13,3.58,Afternoon,Premium,101,355.3245754797394,1,0.8148148148148148,High_demand,Medium_supply,1.1481481481481481,1.4090909090909092,0.08518518518518525,325.0561857166505,574.5368082541797,B,574.5368082541797,2.323668975848474e-13,0,402.1757657779258,0.0
92,14,Urban,Silver,57,3.73,Morning,Premium,133,474.99773906008016,1,1.784832451499118,High_demand,Medium_supply,1.1358024691358024,0.6363636363636364,0.684832451499118,800.2916051571332,1528.5569658501245,B,1528.5569658501245,1.5970893932425089e-220,0,1069.989876095087,0.0
61,12,Rural,Gold,59,4.72,Afternoon,Premium,178,581.9712306098094,1,1.863888888888889,Medium_demand,Medium_supply,1.0166666666666666,0.5454545454545454,0.7638888888888888,1026.5325873256359,2226.0359156156414,A,581.9712306098094,5.646898180340028e-15,0,407.3798614268665,0.0
53,12,Suburban,Gold,79,3.6,Night,Premium,154,663.4393972369916,0,1.6194444444444445,Medium_demand,Medium_supply,0.8833333333333333,0.5454545454545454,0.5194444444444444,1008.0593063573177,1546.8670056053043,B,1546.8670056053043,1.6879306948601704e-224,0,1082.806903923713,0.0
55,21,Urban,Regular,20,3.56,Night,Premium,134,519.469492374694,0,0.9603174603174602,Medium_demand,Medium_supply,0.9166666666666666,0.9545454545454546,0.0,519.469492374694,779.204238562041,A,519.469492374694,0.17410617963765057,0,363.6286446622858,0.0
57,45,Rural,Gold,78,4.43,Afternoon,Premium,112,397.6919501475396,1,0.8022222222222223,Medium_demand,High_supply,0.95,1.1842105263157894,0.09777777777777774,358.80651502200243,670.4299733186116,B,670.4299733186116,3.493317341017496e-34,0,469.30098132302805,0.0
34,8,Suburban,Silver,51,4.09,Afternoon,Premium,130,388.1122298927073,1,1.16875,Low_demand,Low_supply,0.85,0.7272727272727273,0.06874999999999987,414.7949456978309,821.501389954554,A,388.1122298927073,1.0,1,271.6785609248951,116.4336689678122
50,11,Suburban,Silver,19,4.87,Morning,Economy,144,591.1000759572743,1,1.6666666666666667,Medium_demand,Medium_supply,0.8333333333333334,0.5,0.5666666666666667,926.0567856663963,1894.9436976698637,B,1894.9436976698637,4.40008726222515e-300,0,1326.4605883689046,0.0
35,22,Rural,Silver,82,3.79,Afternoon,Economy,174,586.7988633141081,1,0.875,Low_demand,Medium_supply,0.875,1.0,0.025000000000000022,572.1288917312554,1287.862135287056,B,1287.862135287056,2.9481365395288223e-168,0,901.5034947009391,0.0
43,14,Suburban,Regular,1,3.53,Night,Premium,134,648.9097429236178,0,1.1261904761904762,Medium_demand,Medium_supply,0.7166666666666667,0.6363636363636364,0.026190476190476097,665.9049980954268,1032.1527470479116,B,1032.1527470479116,9.911416694121033e-113,0,722.506922933538,0.0
50,25,Suburban,Silver,19,4.32,Night,Economy,176,746.3391324597457,0,0.7333333333333333,Medium_demand,Medium_supply,0.8333333333333334,1.1363636363636365,0.16666666666666674,621.949277049788,1055.758897792015,B,1055.758897792015,7.415240334941478e-118,0,739.0312284544104,0.0
55,19,Urban,Regular,64,4.34,Morning,Premium,129,555.0976877626003,1,1.0614035087719298,Medium_demand,Medium_supply,0.9166666666666666,0.8636363636363636,0.0,555.0976877626003,1074.1140258206317,A,555.0976877626003,3.866567882734543e-09,0,388.5683814338202,0.0
93,67,Urban,Silver,21,4.88,Night,Premium,87,417.91314129159,0,0.6511885019347706,High_demand,High_supply,1.1481481481481481,1.763157894736842,0.2488114980652294,313.93154654568366,459.70445542074907,B,459.70445542074907,0.9999999999995008,1,321.79311879452433,137.91133662622474
94,69,Urban,Silver,86,4.12,Morning,Premium,18,97.80093621671637,1,0.639112542494185,High_demand,High_supply,1.1604938271604939,1.8157894736842106,0.260887457505815,72.28589862544885,101.92311706188288,A,97.80093621671637,1.0,1,68.46065535170145,29.34028086501492
70,60,Urban,Regular,57,4.05,Afternoon,Premium,43,193.0891119987856,1,0.7388888888888889,Medium_demand,High_supply,1.1666666666666667,1.5789473684210527,0.1611111111111111,161.98031062120347,248.6397768035473,A,193.0891119987856,1.0,1,135.1623783991499,57.926733599635696
36,25,Suburban,Regular,61,3.64,Night,Economy,132,492.4640116460618,0,0.7919999999999999,Low_demand,Medium_supply,0.9,1.1363636363636365,0.1080000000000001,439.2778983882871,676.2683245687681,A,492.4640116460618,0.9999935145280826,1,344.72480815224327,147.73920349381854
37,9,Suburban,Silver,73,4.8,Morning,Economy,124,408.81562882076287,1,1.1305555555555555,Low_demand,Low_supply,0.925,0.8181818181818182,0.030555555555555447,421.307217479175,813.3335833435474,A,408.81562882076287,1.0,1,286.170940174534,122.64468864622887
68,46,Urban,Gold,8,4.21,Afternoon,Economy,116,364.1617948077249,1,0.936231884057971,Medium_demand,High_supply,1.1333333333333333,1.2105263157894737,0.0,364.1617948077249,637.2831409135185,B,637.2831409135185,5.507839075021787e-27,0,446.09819863946296,0.0
77,15,Suburban,Regular,47,4.47,Morning,Economy,66,228.64349787316,1,1.8822222222222225,Medium_demand,Medium_supply,1.2833333333333334,0.6818181818181818,0.7822222222222224,407.4935228761652,702.926326961385,A,228.64349787316,1.0,1,160.05044851121198,68.593049361948
27,12,Suburban,Silver,64,4.7,Evening,Economy,149,667.9464280068869,0,1.2375000000000003,Low_demand,Medium_supply,0.675,0.5454545454545454,0.13750000000000018,759.789061857834,1167.7957880754907,A,667.9464280068869,1.2092972129543051e-33,0,467.5624996048208,0.0
90,56,Suburban,Silver,61,4.38,Night,Premium,91,410.34270896598935,0,0.7539682539682541,High_demand,High_supply,1.1111111111111112,1.4736842105263157,0.14603174603174596,350.41964670428933,450.99008530842036,A,410.34270896598935,1.0,1,287.2398962761925,123.10281268979685
46,23,Suburban,Regular,19,4.92,Afternoon,Economy,169,710.4192641684332,1,0.7333333333333334,Medium_demand,Medium_supply,0.7666666666666667,1.0454545454545454,0.16666666666666663,592.0160534736943,1317.23571897897,B,1317.23571897897,1.2335448314608885e-174,0,922.065003285279,0.0
96,80,Urban,Regular,47,3.77,Morning,Economy,70,177.20306582722415,1,0.562962962962963,High_demand,High_supply,1.1851851851851851,2.1052631578947367,0.337037037037037,117.4790695669375,199.71441826379376,B,199.71441826379376,1.0,1,139.80009278465562,59.91432547913814
80,6,Rural,Silver,43,4.81,Night,Economy,24,74.32837977574499,0,2.4444444444444446,Medium_demand,Low_supply,1.3333333333333333,0.5454545454545454,1.3444444444444446,174.25875702980215,182.10040109614326,B,182.10040109614326,1.0,1,127.47028076730027,54.63012032884299
80,31,Suburban,Silver,91,4.61,Evening,Premium,127,392.3027600530253,0,0.9462365591397849,Medium_demand,Medium_supply,1.3333333333333333,1.4090909090909092,0.0,392.3027600530253,563.7390661961973,B,563.7390661961973,5.1389472049803196e-11,0,394.6173463373381,0.0
64,25,Suburban,Silver,85,4.46,Afternoon,Premium,37,168.61019430479575,1,0.9386666666666665,Medium_demand,Medium_supply,1.0666666666666667,1.1363636363636365,0.0,168.61019430479575,249.62739266825008,A,168.61019430479575,1.0,1,118.02713601335702,50.58305829143873
57,42,Rural,Silver,36,3.59,Afternoon,Premium,167,587.2581373063812,1,0.8595238095238094,Medium_demand,High_supply,0.95,1.105263157894737,0.040476190476190665,563.4881650820752,1249.5350060695016,A,587.2581373063812,4.015806281242868e-16,0,411.0806961144668,0.0
52,7,Rural,Silver,57,4.82,Night,Economy,180,563.9803272683639,0,1.361904761904762,Medium_demand,Low_supply,0.8666666666666667,0.6363636363636364,0.26190476190476186,711.6894606005544,1269.6539977113891,B,1269.6539977113891,2.650906627569868e-164,0,888.7577983979724,0.0
69,56,Urban,Regular,73,4.02,Night,Premium,116,352.3474982568331,0,0.7803571428571429,Medium_demand,High_supply,1.15,1.4736842105263157,0.11964285714285716,310.1916368582477,431.16637523296436,A,352.3474982568331,1.0,1,246.64324877978314,105.70424947704996
67,54,Suburban,Regular,53,3.67,Morning,Economy,110,415.3075369486595,1,0.7858024691358025,Medium_demand,High_supply,1.1166666666666667,1.4210526315789473,0.11419753086419748,367.8804416798311,720.7697553612091,A,415.3075369486595,1.0,1,290.71527586406165,124.59226108459785
25,7,Rural,Silver,13,4.07,Afternoon,Premium,60,204.215843297379,1,0.9821428571428572,Low_demand,Low_supply,0.625,0.6363636363636364,0.0,204.215843297379,350.7407108632484,A,204.215843297379,1.0,1,142.95109030816528,61.26475298921372
80,35,Rural,Regular,29,4.49,Night,Economy,79,319.6520700676685,0,0.8380952380952381,Medium_demand,Medium_supply,1.3333333333333333,1.5909090909090908,0.06190476190476191,299.8640847777652,389.82331021109474,B,389.82331021109474,1.0,1,272.8763171477663,116.94699306332842
73,6,Suburban,Silver,5,4.03,Night,Premium,71,362.05333073474793,0,2.2305555555555556,Medium_demand,Low_supply,1.2166666666666666,0.5454545454545454,1.1305555555555555,771.3747352043101,923.7212454071614,B,923.7212454071614,3.481265519326806e-89,0,646.604871785013,0.0
24,6,Urban,Regular,65,4.29,Afternoon,Premium,106,387.4755378090192,1,1.1,Low_demand,Low_supply,0.6,0.5454545454545454,0.0,387.4755378090192,711.0176118795503,A,387.4755378090192,1.0,1,271.2328764663134,116.24266134270579
37,14,Rural,Gold,18,4.36,Evening,Economy,85,348.8532987245396,0,1.4535714285714287,Low_demand,Medium_supply,0.925,0.6363636363636364,0.35357142857142865,472.19785791643045,585.5253438163738,B,585.5253438163738,9.550895211155181e-16,0,409.86774067146166,0.0
27,6,Rural,Regular,74,4.75,Afternoon,Premium,157,732.2985126943609,1,1.2375000000000003,Low_demand,Low_supply,0.675,0.5454545454545454,0.13750000000000018,832.9895581898356,1860.4821782169984,B,1860.4821782169984,1.338705839049878e-292,0,1302.3375247518989,0.0
23,11,Urban,Regular,11,4.86,Afternoon,Economy,133,343.6721333865543,1,1.15,Low_demand,Medium_supply,0.575,0.5,0.04999999999999982,360.855740055882,721.711480111764,B,721.711480111764,2.556232356339305e-45,0,505.19803607823474,0.0
42,8,Rural,Gold,12,4.79,Morning,Premium,166,599.7162532373392,1,0.9624999999999999,Medium_demand,Low_supply,0.7,0.7272727272727273,0.0,599.7162532373392,1280.3942006617194,B,1280.3942006617194,1.233641563267929e-166,0,896.2759404632035,0.0
74,39,Urban,Silver,11,3.65,Morning,Economy,173,484.75453888236336,1,1.2017094017094017,Medium_demand,High_supply,1.2333333333333334,1.0263157894736843,0.10170940170940157,534.0586330080054,1134.8745951420115,B,1134.8745951420115,4.90196082265715e-135,0,794.412216599408,0.0
68,30,Urban,Regular,28,4.69,Night,Premium,134,581.1514565564086,0,0.8311111111111111,Medium_demand,Medium_supply,1.1333333333333333,1.3636363636363635,0.06888888888888889,541.1165784380782,811.6748676571174,A,581.1514565564086,8.507885390677591e-15,0,406.80601958948597,0.0
59,9,Suburban,Silver,30,4.83,Afternoon,Economy,140,603.3651642705413,1,1.2018518518518517,Medium_demand,Low_supply,0.9833333333333333,0.8181818181818182,0.10185185185185164,664.8190235943925,1360.3859270300259,B,1360.3859270300259,5.262672121573592e-184,0,952.2701489210181,0.0
89,75,Rural,Silver,76,4.39,Evening,Economy,110,369.8546414878244,0,0.5567078189300412,High_demand,High_supply,1.0987654320987654,1.9736842105263157,0.34329218106995885,242.88643493262146,406.84010563660684,A,369.8546414878244,1.0,1,258.8982490414771,110.95639244634731
81,35,Suburban,Regular,45,4.11,Night,Economy,174,708.8801421484817,0,0.8485714285714286,Medium_demand,Medium_supply,1.35,1.5909090909090908,0.05142857142857138,672.4234491237027,1176.7410359664796,A,708.8801421484817,1.5627516431525187e-42,0,496.21609950393713,0.0
33,8,Suburban,Regular,74,4.52,Morning,Premium,56,205.83755050869485,1,1.134375,Low_demand,Low_supply,0.825,0.7272727272727273,0.03437499999999982,212.91321630743118,353.27625415810525,B,353.27625415810525,1.0,1,247.29337791067366,105.98287624743159
75,28,Urban,Gold,49,4.46,Night,Economy,163,684.5607033083106,0,0.9821428571428572,Medium_demand,Medium_supply,1.25,1.2727272727272727,0.0,684.5607033083106,1061.0690901278815,A,684.5607033083106,2.9839326042934802e-37,0,479.1924923158174,0.0
87,48,Suburban,Silver,95,4.73,Morning,Economy,162,453.2541298779704,1,0.8503086419753088,High_demand,High_supply,1.0740740740740742,1.263157894736842,0.04969135802469127,430.7313166340343,917.67307008881,A,453.2541298779704,0.9999999999999802,1,317.27789091457925,135.97623896339115
56,37,Suburban,Silver,96,3.83,Afternoon,Premium,130,412.5848379812361,1,0.554954954954955,Medium_demand,Medium_supply,0.9333333333333333,1.6818181818181819,0.3450450450450451,270.2244839750979,535.1795905126813,A,412.5848379812361,1.0,1,288.80938658686523,123.77545139437086
75,32,Urban,Silver,20,3.69,Evening,Premium,96,440.4442377359072,0,0.859375,Medium_demand,Medium_supply,1.25,1.4545454545454546,0.04062500000000002,422.55119057788596,528.1889882223575,B,528.1889882223575,0.0026872426153627866,0,369.7322917556502,0.0
99,54,Rural,Silver,96,3.77,Afternoon,Premium,61,241.6407113776789,1,0.860082304526749,High_demand,High_supply,1.2222222222222223,1.4210526315789473,0.03991769547325097,231.994971046965,394.62344575088747,B,394.62344575088747,1.0,1,276.23641202562123,118.38703372526624
33,16,Rural,Regular,81,4.08,Afternoon,Premium,50,201.29253189374316,1,1.134375,Low_demand,Medium_supply,0.825,0.7272727272727273,0.03437499999999982,208.21196267759055,360.93543730160326,A,201.29253189374316,1.0,1,140.9047723256202,60.38775956812296
41,28,Rural,Gold,89,4.47,Evening,Premium,45,220.05114029296504,0,0.5369047619047619,Medium_demand,Medium_supply,0.6833333333333333,1.2727272727272727,0.36309523809523814,140.15161911516225,242.05625432226157,B,242.05625432226157,1.0,1,169.4393780255831,72.61687629667847
55,19,Suburban,Silver,74,3.51,Morning,Economy,173,702.9134159653358,1,1.0614035087719298,Medium_demand,Medium_supply,0.9166666666666666,0.8636363636363636,0.0,702.9134159653358,1532.7027035124147,B,1532.7027035124147,2.0095264659708406e-221,0,1072.8918924586903,0.0
93,51,Rural,Silver,12,4.98,Morning,Premium,90,431.42166025583447,1,0.8554829339143065,High_demand,High_supply,1.1481481481481481,1.3421052631578947,0.0445170660856935,412.2160336954259,769.8134429262078,B,769.8134429262078,9.170474725432925e-56,0,538.8694100483455,0.0
54,35,Urban,Silver,11,4.49,Afternoon,Premium,96,466.8626810645626,1,0.5657142857142857,Medium_demand,Medium_supply,0.9,1.5909090909090908,0.3342857142857143,310.79715625155166,536.1250945339266,B,536.1250945339266,5.095065670627456e-05,0,375.2875661737486,0.0
34,20,Urban,Gold,21,4.15,Morning,Premium,158,445.1263611668488,1,0.935,Low_demand,Medium_supply,0.85,0.9090909090909091,0.0,445.1263611668488,867.9964042753552,A,445.1263611668488,0.9999999999999996,1,311.58845281679413,133.5379083500547
86,18,Suburban,Silver,61,4.3,Afternoon,Premium,126,441.6378571357946,1,1.297668038408779,High_demand,Medium_supply,1.0617283950617284,0.8181818181818182,0.197668038408779,528.9355460428837,1021.110071635787,A,441.6378571357946,1.0,1,309.1464999950562,132.4913571407384
85,27,Suburban,Gold,8,4.11,Night,Premium,157,669.5210116683382,0,0.8550525834476451,High_demand,Medium_supply,1.0493827160493827,1.2272727272727273,0.0449474165523549,639.4277718663274,987.9159075334759,B,987.9159075334759,3.999847044118159e-103,0,691.541135273433,0.0
74,5,Suburban,Regular,80,3.63,Night,Economy,134,354.3852115042604,0,2.7133333333333334,Medium_demand,Low_supply,1.2333333333333334,0.45454545454545453,1.6133333333333333,926.1266860644671,1425.772033196247,B,1425.772033196247,3.3326811309505277e-198,0,998.0404232373729,0.0
63,53,Rural,Gold,33,4.33,Afternoon,Economy,175,489.7125242986789,1,0.7528301886792453,Medium_demand,High_supply,1.05,1.394736842105263,0.14716981132075468,417.6416244962318,912.5469495242666,A,489.7125242986789,0.9999983614269707,1,342.7987670090752,146.91375728960367
55,13,Suburban,Silver,45,3.71,Morning,Premium,40,222.56858200356248,1,1.551282051282051,Medium_demand,Medium_supply,0.9166666666666666,0.5909090909090909,0.451282051282051,323.00978824106755,499.45388506775066,A,222.56858200356248,1.0,1,155.79800740249374,66.77057460106874
100,66,Suburban,Gold,27,3.53,Evening,Premium,106,412.2556067980849,0,0.710811821922933,High_demand,High_supply,1.2345679012345678,1.736842105263158,0.189188178077067,334.2617196458995,432.8689269414399,B,432.8689269414399,1.0,1,303.0082488590079,129.860678082432
51,27,Urban,Gold,86,3.82,Evening,Premium,152,472.21573527678265,0,0.6925925925925925,Medium_demand,Medium_supply,0.85,1.2272727272727273,0.20740740740740748,374.2746938860425,557.6692938902033,A,472.21573527678265,0.9999999997399318,1,330.55101469374785,141.6647205830348
37,10,Urban,Silver,33,4.86,Afternoon,Economy,44,179.93988033973832,1,1.0175,Low_demand,Low_supply,0.925,0.9090909090909091,0.0,179.93988033973832,265.411323501114,B,265.411323501114,1.0,1,185.7879264507798,79.6233970503342
99,71,Suburban,Gold,3,4.63,Morning,Premium,100,308.9111533232364,1,0.6541471048513302,High_demand,High_supply,1.2222222222222223,1.868421052631579,0.24585289514866981,232.96445193500412,411.7646687951198,B,411.7646687951198,1.0,1,288.23526815658386,123.52940063853595
54,24,Rural,Silver,85,3.79,Evening,Economy,102,306.3142432341152,0,0.8250000000000001,Medium_demand,Medium_supply,0.9,1.0909090909090908,0.07499999999999996,283.34067499155657,392.14349418831426,A,306.3142432341152,1.0,1,214.41997026388066,91.89427297023457
30,7,Rural,Gold,57,4.27,Morning,Premium,69,224.46487829301583,1,1.1785714285714286,Low_demand,Low_supply,0.75,0.6363636363636364,0.07857142857142851,242.10140444460993,391.8411230936012,A,224.46487829301583,1.0,1,157.12541480511106,67.33946348790477
84,56,Urban,Silver,71,4.56,Evening,Premium,15,101.07378646994935,0,0.7037037037037037,High_demand,High_supply,1.037037037037037,1.4736842105263157,0.1962962962962963,81.2333765332556,111.1811651169443,B,111.1811651169443,1.0,1,77.826815581861,33.3543495350833
49,14,Suburban,Silver,55,4.43,Morning,Premium,131,633.4966221375331,1,1.2833333333333334,Medium_demand,Medium_supply,0.8166666666666667,0.6363636363636364,0.18333333333333335,749.6376695294142,1484.657404503005,B,1484.657404503005,5.444999584142383e-211,0,1039.2601831521033,0.0
86,10,Urban,Silver,98,4.8,Morning,Economy,18,62.87509273644356,1,1.1679012345679014,High_demand,Low_supply,1.0617283950617284,0.9090909090909091,0.06790123456790131,67.14438915681937,94.67358871111531,A,62.87509273644356,1.0,1,44.01256491551049,18.862527820933074
48,24,Rural,Gold,17,3.98,Afternoon,Economy,29,92.03104706108972,1,0.7333333333333334,Medium_demand,Medium_supply,0.8,1.0909090909090908,0.16666666666666663,76.69253921757478,113.88842073809856,B,113.88842073809856,1.0,1,79.72189451666898,34.16652622142958
67,18,Urban,Silver,78,3.81,Morning,Premium,22,106.7358926414302,1,1.3648148148148147,Medium_demand,Medium_supply,1.1166666666666667,0.8181818181818182,0.2648148148148146,135.00113828536448,190.35160498236388,A,106.7358926414302,1.0,1,74.71512484900113,32.02076779242907
100,16,Rural,Gold,96,3.65,Night,Premium,163,560.6703257140985,0,1.6975308641975306,High_demand,Medium_supply,1.2345679012345678,0.7272727272727273,0.5975308641975305,895.6881499679546,1459.0759962977982,B,1459.0759962977982,1.9540247593479923e-205,0,1021.3531974084586,0.0
79,7,Rural,Silver,31,4.82,Night,Economy,100,322.9000694955284,0,2.0690476190476192,Medium_demand,Low_supply,1.3166666666666667,0.6363636363636364,0.9690476190476192,635.8056130304809,886.9488301775209,A,322.9000694955284,1.0,1,226.03004864686986,96.87002084865853
99,9,Rural,Silver,33,4.98,Afternoon,Economy,110,292.33936093553586,1,1.4938271604938271,High_demand,Low_supply,1.2222222222222223,0.8181818181818182,0.39382716049382704,407.470541353358,801.6982901127319,A,292.33936093553586,1.0,1,204.6375526548751,87.70180828066077
34,24,Urban,Silver,3,4.41,Morning,Economy,97,242.75171700488076,1,0.7791666666666667,Low_demand,Medium_supply,0.85,1.0909090909090908,0.12083333333333335,213.419217866791,368.1481508202145,A,242.75171700488076,1.0,1,169.9262019034165,72.82551510146425
54,21,Urban,Silver,23,4.44,Evening,Premium,136,442.7796305981407,0,0.9428571428571428,Medium_demand,Medium_supply,0.9,0.9545454545454546,0.0,442.7796305981407,642.0304643673041,B,642.0304643673041,5.129949063293069e-28,0,449.4213250571129,0.0
77,43,Suburban,Regular,73,4.07,Afternoon,Premium,131,505.54671645728143,1,1.134108527131783,Medium_demand,High_supply,1.2833333333333334,1.131578947368421,0.03410852713178292,522.7901703519484,1076.55565829725,B,1076.55565829725,2.260299906380068e-122,0,753.588960808075,0.0
80,21,Urban,Regular,85,4.21,Morning,Premium,146,474.9171617926677,1,1.3968253968253967,Medium_demand,Medium_supply,1.3333333333333333,0.9545454545454546,0.29682539682539666,615.8846368009674,1253.3252358899688,A,474.9171617926677,0.999999998996091,1,332.44201325486733,142.47514853780035
74,54,Urban,Regular,16,4.35,Afternoon,Premium,147,617.434678434942,1,0.8679012345679012,Medium_demand,High_supply,1.2333333333333334,1.4210526315789473,0.032098765432098775,597.6157875222156,1225.1123644205418,B,1225.1123644205418,1.2459115374101148e-154,0,857.5786550943792,0.0
57,38,Urban,Regular,31,3.97,Morning,Premium,64,294.8553699465021,1,0.5499999999999999,Medium_demand,Medium_supply,0.95,1.7272727272727273,0.3500000000000001,191.65599046522632,316.23238426762344,A,294.8553699465021,1.0,1,206.39875896255145,88.45661098395064
97,66,Urban,Silver,90,3.6,Evening,Premium,150,717.467322019467,0,0.689487467265245,High_demand,High_supply,1.1975308641975309,1.736842105263158,0.210512532734755,566.4314589067269,872.3044467163594,A,717.467322019467,2.1340645307764846e-44,0,502.2271254136269,0.0
52,14,Suburban,Gold,97,4.83,Evening,Premium,66,266.9772170141728,0,1.361904761904762,Medium_demand,Medium_supply,0.8666666666666667,0.6363636363636364,0.26190476190476186,336.8998214702657,365.36785638450317,B,365.36785638450317,1.0,1,255.7574994691522,109.61035691535096
51,37,Rural,Regular,34,4.64,Afternoon,Economy,100,383.3711770715268,1,0.5054054054054054,Medium_demand,Medium_supply,0.85,1.6818181818181819,0.39459459459459467,232.09498287573513,464.18996575147025,B,464.18996575147025,0.9999999999952978,1,324.93297602602917,139.2569897254411
87,52,Urban,Gold,15,3.57,Night,Economy,66,266.4336179135411,0,0.784900284900285,High_demand,High_supply,1.0740740740740742,1.368421052631579,0.11509971509971506,235.7671843987062,293.0769797048953,A,266.4336179135411,1.0,1,186.50353253947878,79.93008537406234
91,42,Suburban,Silver,76,4.96,Morning,Economy,86,336.39439243010713,1,1.0164609053497942,High_demand,High_supply,1.123456790123457,1.105263157894737,0.0,336.39439243010713,582.1304961003004,B,582.1304961003004,5.214658773256978e-15,0,407.49134727021027,0.0
85,34,Rural,Regular,66,4.59,Morning,Premium,163,764.8593556145701,1,0.6790123456790124,High_demand,Medium_supply,1.0493827160493827,1.5454545454545454,0.22098765432098766,595.8348807318441,1360.5889501511663,B,1360.5889501511663,4.754670247873823e-184,0,952.4122651058163,0.0
57,21,Rural,Silver,28,4.93,Night,Economy,141,588.6941797749441,0,0.9952380952380951,Medium_demand,Medium_supply,0.95,0.9545454545454546,0.0,588.6941797749441,938.9672167410358,A,588.6941797749441,1.9585744950763987e-16,0,412.0859258424609,0.0
28,8,Urban,Regular,67,3.78,Afternoon,Premium,58,305.2426676647312,1,0.9624999999999999,Low_demand,Low_supply,0.7,0.7272727272727273,0.0,305.2426676647312,483.809628248599,A,305.2426676647312,1.0,1,213.66986736531183,91.57280029941936
58,30,Urban,Regular,32,4.14,Night,Economy,75,256.37380365626416,0,0.7088888888888889,Medium_demand,Medium_supply,0.9666666666666667,1.3636363636363635,0.19111111111111112,207.37792117973368,282.0111840218906,B,282.0111840218906,1.0,1,197.4078288153234,84.60335520656719
31,9,Rural,Gold,18,4.42,Morning,Premium,114,461.0193485856391,1,0.9472222222222222,Low_demand,Low_supply,0.775,0.8181818181818182,0.0,461.0193485856391,869.0214720839298,A,461.0193485856391,0.9999999999990365,1,322.7135440099473,138.30580457569175
27,11,Suburban,Gold,88,4.5,Evening,Premium,144,581.7472844259253,0,1.35,Low_demand,Medium_supply,0.675,0.5,0.25,727.1841055324066,1079.5048046628576,A,581.7472844259253,6.315958285005329e-15,0,407.22309909814766,0.0
90,75,Urban,Gold,88,4.1,Afternoon,Economy,106,472.5465909334413,1,0.562962962962963,High_demand,High_supply,1.1111111111111112,1.9736842105263157,0.337037037037037,313.28088806328145,527.8782963866292,B,527.8782963866292,0.003137448890469273,0,369.51480747064045,0.0
54,8,Suburban,Regular,41,3.89,Morning,Economy,168,573.4835718398938,1,1.2375,Medium_demand,Low_supply,0.9,0.7272727272727273,0.13749999999999996,652.3375629678792,1451.4510776035313,A,573.4835718398938,3.934428352431402e-13,0,401.43850028792565,0.0
23,9,Suburban,Silver,50,3.84,Evening,Premium,34,192.3850221961644,0,0.7027777777777777,Low_demand,Low_supply,0.575,0.8181818181818182,0.1972222222222223,154.4424205963653,211.62352441578088,A,192.3850221961644,1.0,1,134.66951553731508,57.715506658849336
94,64,Urban,Regular,62,4.87,Night,Economy,166,744.0359811402852,0,0.6890432098765433,High_demand,High_supply,1.1604938271604939,1.6842105263157894,0.2109567901234567,587.0765388225739,962.8055236690211,B,962.8055236690211,1.1342112729646688e-97,0,673.9638665683148,0.0
